1.450598056741317578e+03,1.368327949051884040e-01
1.209383014276164204e+03,3.961938528924794367e-01
1.304531389142663556e+03,2.938546139931237922e-01
1.017483154722320819e+03,6.027840040356680085e-01
7.494331206248238004e+02,8.920880480215334085e-01
1.387669289310877275e+03,2.044704394066452768e-01
1.355668996536022860e+03,2.388713306773193601e-01
1.292631449866070398e+03,3.066512461277438040e-01
1.173577518696082052e+03,4.347191733460945562e-01
1.387348646871528899e+03,2.048151146183144755e-01
1.268726108700532905e+03,3.323601003369687223e-01
1.116412454745541936e+03,4.962448758044331054e-01
7.665221859766829766e+02,8.736034516311188547e-01
1.263564151585916079e+03,3.379118905124987027e-01
1.000167282031052196e+03,6.214415491621938514e-01
1.086461718829238862e+03,5.284903180919789945e-01
8.257228062108122231e+02,8.096211046820939172e-01
8.423364602053942463e+02,7.916785980830175484e-01
7.861087157101250114e+02,8.524262585091728628e-01
1.406093018091078193e+03,1.846665108013074708e-01
1.028813130263960602e+03,5.905778556834615500e-01
1.351947167253355929e+03,2.428726488269056516e-01
1.429654705166810345e+03,1.593416474726473686e-01
7.451277562776482455e+02,8.967461917406970295e-01
1.219770177456933880e+03,3.850191819368190549e-01
8.609524958731398101e+02,7.715795909434536304e-01
1.010361445052205113e+03,6.104571326051098090e-01
1.328856115282410201e+03,2.676990959466695186e-01
7.580731245614381351e+02,8.827415525374645577e-01
1.381847088591103557e+03,2.107290908945271823e-01
1.073378313021921031e+03,5.425784878588930660e-01
1.286367485940929100e+03,3.133875026484558290e-01
1.252926418115121805e+03,3.493534460802043551e-01
1.238567215689910427e+03,3.647986752080504269e-01
1.376325476433708445e+03,2.166647499330481286e-01
8.748236740113271708e+02,7.566073371337630471e-01
1.364949705493564124e+03,2.288939542792598481e-01
1.114155315178198407e+03,4.986746955195012765e-01
1.238542590919891609e+03,3.648251634234425111e-01
1.339854519610433726e+03,2.558738117466299311e-01
1.375955892064264390e+03,2.170620527042978753e-01
9.742429152408142272e+02,6.493807938044108274e-01
7.460990369347509841e+02,8.956952817003686063e-01
1.272960843604527099e+03,3.278056628663273964e-01
1.063744095374644985e+03,5.529535482057764684e-01
1.395320352073097183e+03,1.962460382453290464e-01
1.452591563892355225e+03,1.346903570472466061e-01
1.367379739925477452e+03,2.262815676635769602e-01
1.162712272630792086e+03,4.464114330617791060e-01
1.204197882952732698e+03,4.017723454669858141e-01
1.440076066806881272e+03,1.481410965444287520e-01
1.020187900198488023e+03,5.998699747313097630e-01
1.121993230037119019e+03,4.902373203565767446e-01
1.178545890971249264e+03,4.293728980378881399e-01
1.148944913643250629e+03,4.612278828652109919e-01
1.073834207105852329e+03,5.420875574064816238e-01
7.903372447911921199e+02,8.478554925299670586e-01
1.288093606371186297e+03,3.115312156408328592e-01
1.471710812543267593e+03,1.141434577216943885e-01
9.655694413560996736e+02,6.587301320893036438e-01
8.847692762980245789e+02,7.458742244575632396e-01
1.007190048054974000e+03,6.138742569620568856e-01
1.092486587351859725e+03,5.220032531675750098e-01
8.662225373882353097e+02,7.658908376673462248e-01
1.223610873961148400e+03,3.808874663518946324e-01
1.343782263824305574e+03,2.516509060953804888e-01
1.472004718845397974e+03,1.138276150453245705e-01
7.563735341192068518e+02,8.845799659119616409e-01
8.820402757053791447e+02,7.488191532736618861e-01
7.711155644786221046e+02,8.686362141323473729e-01
1.475394510282598731e+03,1.101848399577863707e-01
1.274182304155207021e+03,3.264920054439013342e-01
1.315690025382343265e+03,2.818557760207934249e-01
1.482838193904260152e+03,1.021857626817022080e-01
1.225208365712837804e+03,3.791689546137894107e-01
1.157656872512920017e+03,4.518519057476304557e-01
1.349759795131869168e+03,2.452243089913314356e-01
1.107108158299672141e+03,5.062612482190342877e-01
1.274414908655076715e+03,3.262418446522911131e-01
7.775879389492921518e+02,8.616379109501035582e-01
1.131613520721780787e+03,4.798818984512712715e-01
1.291348002199901885e+03,3.080314474167747396e-01
1.254919363655178813e+03,3.472098597427865085e-01
1.468956377958787016e+03,1.171034902288809604e-01
1.274504784868106753e+03,3.261451849279345394e-01
1.292913831337914871e+03,3.063475782426288152e-01
7.806288381562288805e+02,8.583502583143345355e-01
9.473745932994329451e+02,6.783457914559446467e-01
8.686783747896977275e+02,7.632400421523114487e-01
1.058346253773162744e+03,5.587668352870368560e-01
1.393103626363919147e+03,1.986288517294172162e-01
1.054088923043044588e+03,5.633520215642013884e-01
1.080071785880498282e+03,5.353707917850965003e-01
1.125792939163419305e+03,4.861471731918104444e-01
1.034440661772767953e+03,5.845156171803317369e-01
1.084171108883024999e+03,5.309567326208995963e-01
1.158923270873238380e+03,4.504890283372263715e-01
9.540550205585291224e+02,6.711432146023678103e-01
1.248489447875601400e+03,3.541258728897042074e-01
1.243942271612714876e+03,3.590169523241640848e-01
